"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2010
"서울시","성동구",사근동,총가구,일반가구,소계,5493
"서울시","성동구",사근동,총가구,일반가구,1인가구,3094
"서울시","성동구",사근동,총가구,일반가구,비친족(혈연)가구,194
"서울시","성동구",사근동,총가구,일반가구,보통가구,2205
"서울시","성동구",사근동,총가구,집단가구,비혈연 6인이상 가구,22
"서울시","성동구",사근동,총가구,집단가구,집단시설가구,30
"서울시","성동구",사근동,총가구,외국인가구,소계,220
"서울시","성동구",행당1동,총가구,소계,소계,6643
"서울시","성동구",행당1동,총가구,일반가구,소계,6434
"서울시","성동구",행당1동,총가구,일반가구,1인가구,1786
"서울시","성동구",행당1동,총가구,일반가구,비친족(혈연)가구,110
"서울시","성동구",행당1동,총가구,일반가구,보통가구,4538
"서울시","성동구",행당1동,총가구,집단가구,비혈연 6인이상 가구,7
"서울시","성동구",행당1동,총가구,집단가구,집단시설가구,3
"서울시","성동구",행당1동,총가구,외국인가구,소계,199
"서울시","성동구",행당2동,총가구,소계,소계,8204
"서울시","성동구",행당2동,총가구,일반가구,소계,8178
"서울시","성동구",행당2동,총가구,일반가구,1인가구,1059
"서울시","성동구",행당2동,총가구,일반가구,비친족(혈연)가구,33
"서울시","성동구",행당2동,총가구,일반가구,보통가구,7086
"서울시","성동구",행당2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",행당2동,총가구,집단가구,집단시설가구,-
"서울시","성동구",행당2동,총가구,외국인가구,소계,26
"서울시","성동구",응봉동,총가구,소계,소계,5565
"서울시","성동구",응봉동,총가구,일반가구,소계,5552
"서울시","성동구",응봉동,총가구,일반가구,1인가구,829
"서울시","성동구",응봉동,총가구,일반가구,비친족(혈연)가구,46
"서울시","성동구",응봉동,총가구,일반가구,보통가구,4677
"서울시","성동구",응봉동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",응봉동,총가구,집단가구,집단시설가구,-
"서울시","성동구",응봉동,총가구,외국인가구,소계,13
"서울시","성동구",금호1가동,총가구,소계,소계,5348
"서울시","성동구",금호1가동,총가구,일반가구,소계,5328
"서울시","성동구",금호1가동,총가구,일반가구,1인가구,1036
"서울시","성동구",금호1가동,총가구,일반가구,비친족(혈연)가구,27
"서울시","성동구",금호1가동,총가구,일반가구,보통가구,4265
"서울시","성동구",금호1가동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",금호1가동,총가구,집단가구,집단시설가구,-
"서울시","성동구",금호1가동,총가구,외국인가구,소계,20
"서울시","성동구",금호4가동,총가구,소계,소계,5223
"서울시","성동구",금호4가동,총가구,일반가구,소계,5172
"서울시","성동구",금호4가동,총가구,일반가구,1인가구,1033
"서울시","성동구",금호4가동,총가구,일반가구,비친족(혈연)가구,52
"서울시","성동구",금호4가동,총가구,일반가구,보통가구,4087
"서울시","성동구",금호4가동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",금호4가동,총가구,집단가구,집단시설가구,1
"서울시","성동구",금호4가동,총가구,외국인가구,소계,50
"서울시","성동구",성수1가1동,총가구,소계,소계,6465
"서울시","성동구",성수1가1동,총가구,일반가구,소계,6322
"서울시","성동구",성수1가1동,총가구,일반가구,1인가구,1610
"서울시","성동구",성수1가1동,총가구,일반가구,비친족(혈연)가구,73
"서울시","성동구",성수1가1동,총가구,일반가구,보통가구,4639
"서울시","성동구",성수1가1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","성동구",성수1가1동,총가구,집단가구,집단시설가구,-
"서울시","성동구",성수1가1동,총가구,외국인가구,소계,141
"서울시","성동구",성수1가2동,총가구,소계,소계,7095
"서울시","성동구",성수1가2동,총가구,일반가구,소계,6921
"서울시","성동구",성수1가2동,총가구,일반가구,1인가구,1918
"서울시","성동구",성수1가2동,총가구,일반가구,비친족(혈연)가구,124
"서울시","성동구",성수1가2동,총가구,일반가구,보통가구,4879
"서울시","성동구",성수1가2동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","성동구",성수1가2동,총가구,집단가구,집단시설가구,-
"서울시","성동구",성수1가2동,총가구,외국인가구,소계,172
"서울시","성동구",성수2가1동,총가구,소계,소계,7581
"서울시","성동구",성수2가1동,총가구,일반가구,소계,7314
"서울시","성동구",성수2가1동,총가구,일반가구,1인가구,2030
"서울시","성동구",성수2가1동,총가구,일반가구,비친족(혈연)가구,82
"서울시","성동구",성수2가1동,총가구,일반가구,보통가구,5202
"서울시","성동구",성수2가1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","성동구",성수2가1동,총가구,집단가구,집단시설가구,-
"서울시","성동구",성수2가1동,총가구,외국인가구,소계,266
"서울시","성동구",성수2가3동,총가구,소계,소계,4228
"서울시","성동구",성수2가3동,총가구,일반가구,소계,4096
"서울시","성동구",성수2가3동,총가구,일반가구,1인가구,1076
"서울시","성동구",성수2가3동,총가구,일반가구,비친족(혈연)가구,64
"서울시","성동구",성수2가3동,총가구,일반가구,보통가구,2956
"서울시","성동구",성수2가3동,총가구,집단가구,비혈연 6인이상 가구,7
"서울시","성동구",성수2가3동,총가구,집단가구,집단시설가구,10
"서울시","성동구",성수2가3동,총가구,외국인가구,소계,115
"서울시","성동구",송정동,총가구,소계,소계,5248
"서울시","성동구",송정동,총가구,일반가구,소계,4941
"서울시","성동구",송정동,총가구,일반가구,1인가구,1699
"서울시","성동구",송정동,총가구,일반가구,비친족(혈연)가구,67
"서울시","성동구",송정동,총가구,일반가구,보통가구,3175
"서울시","성동구",송정동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",송정동,총가구,집단가구,집단시설가구,1
"서울시","성동구",송정동,총가구,외국인가구,소계,306
"서울시","성동구",용답동,총가구,소계,소계,6646
"서울시","성동구",용답동,총가구,일반가구,소계,6228
"서울시","성동구",용답동,총가구,일반가구,1인가구,1857
"서울시","성동구",용답동,총가구,일반가구,비친족(혈연)가구,60
"서울시","성동구",용답동,총가구,일반가구,보통가구,4311
"서울시","성동구",용답동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","성동구",용답동,총가구,집단가구,집단시설가구,3
"서울시","성동구",용답동,총가구,외국인가구,소계,413
"서울시","성동구",왕십리도선동,총가구,소계,소계,4676
"서울시","성동구",왕십리도선동,총가구,일반가구,소계,4578
"서울시","성동구",왕십리도선동,총가구,일반가구,1인가구,1399
"서울시","성동구",왕십리도선동,총가구,일반가구,비친족(혈연)가구,62
"서울시","성동구",왕십리도선동,총가구,일반가구,보통가구,3117
"서울시","성동구",왕십리도선동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","성동구",왕십리도선동,총가구,집단가구,집단시설가구,3
"서울시","성동구",왕십리도선동,총가구,외국인가구,소계,94
"서울시","성동구",금호2.3가동,총가구,소계,소계,7520
"서울시","성동구",금호2.3가동,총가구,일반가구,소계,7469
"서울시","성동구",금호2.3가동,총가구,일반가구,1인가구,1642
"서울시","성동구",금호2.3가동,총가구,일반가구,비친족(혈연)가구,82
"서울시","성동구",금호2.3가동,총가구,일반가구,보통가구,5745
"서울시","성동구",금호2.3가동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","성동구",금호2.3가동,총가구,집단가구,집단시설가구,-
"서울시","성동구",금호2.3가동,총가구,외국인가구,소계,50
"서울시","성동구",옥수동,총가구,소계,소계,8442
"서울시","성동구",옥수동,총가구,일반가구,소계,8339
"서울시","성동구",옥수동,총가구,일반가구,1인가구,1769
"서울시","성동구",옥수동,총가구,일반가구,비친족(혈연)가구,76
"서울시","성동구",옥수동,총가구,일반가구,보통가구,6494
"서울시","성동구",옥수동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","성동구",옥수동,총가구,집단가구,집단시설가구,-
"서울시","성동구",옥수동,총가구,외국인가구,소계,102
"서울시","광진구",소계,총가구,소계,소계,138030
"서울시","광진구",소계,총가구,일반가구,소계,133468
"서울시","광진구",소계,총가구,일반가구,1인가구,36411
"서울시","광진구",소계,총가구,일반가구,비친족(혈연)가구,2227
"서울시","광진구",소계,총가구,일반가구,보통가구,94830
"서울시","광진구",소계,총가구,집단가구,비혈연 6인이상 가구,33
"서울시","광진구",소계,총가구,집단가구,집단시설가구,141
"서울시","광진구",소계,총가구,외국인가구,소계,4388
"서울시","광진구",화양동,총가구,소계,소계,12947
"서울시","광진구",화양동,총가구,일반가구,소계,11981
"서울시","광진구",화양동,총가구,일반가구,1인가구,6712
"서울시","광진구",화양동,총가구,일반가구,비친족(혈연)가구,687
"서울시","광진구",화양동,총가구,일반가구,보통가구,4582
"서울시","광진구",화양동,총가구,집단가구,비혈연 6인이상 가구,7
"서울시","광진구",화양동,총가구,집단가구,집단시설가구,48
"서울시","광진구",화양동,총가구,외국인가구,소계,911
"서울시","광진구",군자동,총가구,소계,소계,9321
"서울시","광진구",군자동,총가구,일반가구,소계,8932
"서울시","광진구",군자동,총가구,일반가구,1인가구,3350
"서울시","광진구",군자동,총가구,일반가구,비친족(혈연)가구,211
"서울시","광진구",군자동,총가구,일반가구,보통가구,5371
"서울시","광진구",군자동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","광진구",군자동,총가구,집단가구,집단시설가구,19
"서울시","광진구",군자동,총가구,외국인가구,소계,369
"서울시","광진구",중곡1동,총가구,소계,소계,6336
"서울시","광진구",중곡1동,총가구,일반가구,소계,6236
"서울시","광진구",중곡1동,총가구,일반가구,1인가구,1821
